instruction,output
Securite : Quelqu'un a touche USERS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='USERS' ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Qui fait le plus de choses ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Analyse : Qui a touche BUDGET ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='BUDGET' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : qui a ajoute des donnees dans TRANSACTIONS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='INSERT' AND OBJECT_NAME='TRANSACTIONS' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : analyse temporelle : Des activites la nuit hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Verifie : qui a touche EMPLOYEES en juillet 2026 ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-07-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-08-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Question : Combien d'actions ont concerne VROMUALD ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='VROMUALD';
Audit : Qui a touche CLIENTS en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Audit : HR a fait quoi ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='HR' ORDER BY EVENT_TIMESTAMP DESC;"
"Verifie : explique cette requete : SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY",L'utilisateur le plus actif est X avec Y actions.
Securite : combien d'actions en juillet 2026 ?,"SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-07-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-08-01','YYYY-MM-DD');"
Question : Quelqu'un s'est connecte la nuit cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Qui a acces a ORDERS ?,SELECT DISTINCT DBUSERNAME FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY DBUSERNAME;
Bilan : combien de personnes ont acces a la base ?,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
Audit Oracle : question : SCOTT a fait des trucs bizarres ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='SCOTT' ORDER BY EVENT_TIMESTAMP DESC;"
Dis-moi : oracle : Derniere action sur PAYROLL c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Audit : Qui a fait le plus de changements sur PAYROLL ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' AND ACTION_NAME IN ('INSERT','UPDATE','DELETE') GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Bilan : combine : Des trucs bizarres la nuit cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Qui a fait le plus de choses hier ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Securite : combine : Qui s'est le plus connecte ce mois ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Securite : qui a touche ORDERS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC;"
Audit : admin : On a supprime des tables ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DROP TABLE' ORDER BY EVENT_TIMESTAMP DESC;"
Bilan : Le plus de connexions c'est qui ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Question : combine : Des connexions apres 22h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Securite : C'est quoi les actions de ETL_USER ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='ETL_USER' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Les 3 utilisateurs qui font le plus de choses.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 3 ROWS ONLY;"
Verifie : qui a acces a JOURNAL ?,SELECT DISTINCT DBUSERNAME FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='JOURNAL' ORDER BY DBUSERNAME;
Audit : admin : On a supprime des tables ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DROP TABLE' ORDER BY EVENT_TIMESTAMP DESC;"
Question : qui s'est connecte en juillet 2026 ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-07-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-08-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : combine : Des comptes touches hier ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Audit Oracle : question : Qui s'est connecte entre minuit et 6h ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : y a eu des trucs hier ?,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : Qu'est-ce qui s'est passe en septembre 2026 ?,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-09-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-10-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Combien de comptes sont actifs ?,SELECT COUNT(*) AS NB_ACTIFS FROM DBA_USERS WHERE ACCOUNT_STATUS='OPEN';
Audit : des comptes ont ete touches cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Liste les utilisateurs actifs.,SELECT USERNAME FROM DBA_USERS WHERE ACCOUNT_STATUS='OPEN' ORDER BY USERNAME;
Rapport : Qui s'est connecte hier soir ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP, USERHOST FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=18 ORDER BY EVENT_TIMESTAMP DESC;"
Question : Qui a fait le plus de changements sur PAYROLL ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' AND ACTION_NAME IN ('INSERT','UPDATE','DELETE') GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Rapport : que fait HR en general ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='HR' ORDER BY EVENT_TIMESTAMP DESC;"
Oracle : log : Les connexions enregistrees.,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' ORDER BY EVENT_TIMESTAMP DESC;"
Question : Les 5 derniers a s'etre connectes.,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 5 ROWS ONLY;"
Audit : C'est qui le plus actif ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Audit : Qui a fait des actions inhabituelles tard dans la nuit en janvier 2026 ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-01-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-02-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Question : Des trucs ont eu lieu la nuit cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Il y a des comptes bloques ?,SELECT USERNAME FROM DBA_USERS WHERE ACCOUNT_STATUS='LOCKED' ORDER BY USERNAME;
Question : Combien d'actions a ETL_USER effectuees ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='ETL_USER';
Question : Des ajouts dans EMPLOYEES ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='INSERT' AND OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : qui a le plus d'activite au total ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Analyse : Tout ce qui s'est passe sur EMPLOYEES.,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Combien d'actions aujourd'hui ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE);
Securite : Connexions entre minuit et 6h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Question : qui a bouge SUPPLIERS en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='SUPPLIERS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Rapport : Connexions de nuit hier ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : admin : Des comptes ont ete supprimes ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DROP USER' ORDER BY EVENT_TIMESTAMP DESC;"
Combien d'actions sur TRANSACTIONS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='TRANSACTIONS';
Securite : Tout ce qui s'est passe sur ORDERS.,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC;"
Question : Que fait REPORT_USR en general ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='REPORT_USR' ORDER BY EVENT_TIMESTAMP DESC;"
Securite : combine : Qui s'est le plus connecte ce mois ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Audit : qui a fait le plus de changements sur PAYROLL ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' AND ACTION_NAME IN ('INSERT','UPDATE','DELETE') GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Temporel : Actions la nuit avant-hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-2) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Activite avant 6h cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Verifie : question : Quelqu'un a touche INVOICES ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='INVOICES' ORDER BY EVENT_TIMESTAMP DESC;"
"Securite : traduis ce SQL Oracle en francais : SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC",Des activites ont ete detectees la nuit cette semaine.
Oracle : derniere action sur JOURNAL c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='JOURNAL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Oracle : Des comptes ont ete touches ce mois ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Question : analyse temporelle : Des activites la nuit hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Question : Qui a touche EMPLOYEES hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Quoi de neuf dans la base ? Les 20 derniers.,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 20 ROWS ONLY;"
Audit : Que fait SCOTT en general ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='SCOTT' ORDER BY EVENT_TIMESTAMP DESC;"
Audit Oracle : Y a eu des trucs la nuit ce mois-ci ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Audit Oracle : securite : Des changements sur AUDIT_LOG cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='AUDIT_LOG' AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Qui a modifie JOURNAL ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='UPDATE' AND OBJECT_NAME='JOURNAL' ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Qui a efface des lignes dans ORDERS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DELETE' AND OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Qui a touche CONTRACTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CONTRACTS' ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : Qui a touche EMPLOYEES en juillet 2026 ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-07-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-08-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Securite : tracabilite : La derniere personne sur CLIENTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Oracle : Derniere personne sur EMPLOYEES ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Analyse : Quels types d'actions existent dans la base ?,"SELECT DISTINCT ACTION_NAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY ACTION_NAME ORDER BY NB DESC;"
Question securite : oracle : on a supprime des tables ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DROP TABLE' ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Combien d'actions ont concerne SUPPLIERS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='SUPPLIERS';
Analyse : Combien y a-t-il de comptes dans la base ?,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
Rapport : Y a eu de l'activite la nuit cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Verifie : question : Des connexions apres 22h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Question : admin : Y a eu des suppressions ou modifications de comptes ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') ORDER BY EVENT_TIMESTAMP DESC;"
Verifie : audit : combine : Qui a le plus bouge cette semaine ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Audit : On a change ou supprime des comptes ce mois ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Qui a touche USERS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='USERS' ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Qui a regarde CLIENTS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='SELECT' AND OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC;"
Question : temporel : Actions la nuit avant-hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-2) ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : combien d'actions ont concerne PRODUCTS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PRODUCTS';
Audit : qui a regarde CLIENTS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='SELECT' AND OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Combien d'utilisateurs existent dans la base Oracle ?,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
"Question : traduis ce SQL Oracle en francais : SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM')",Des modifications de comptes ont ete effectuees ce mois-ci.
Rapport : securite : Tout ce qui s'est passe sur ORDERS.,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC;"
Audit : stats : Qui se connecte le plus ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
